Время;Расположение источника;Источик;Тип сообщения;Комментарий;
2014.07.03  11:49:55.172;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 70 130 16 02 00 33 04 03 00 00 00 00 64 18 183 43 164 83 00 127 96 40 12 20 06 14 07 00 23 186 43 164 83 00 127 96 40 12 20 06 14 07 00 34 182 43 164 83 00 127 96 40 12 20 06 14 03 64 34 182 43 164 83 00 127 96 40 12 20 06 14 104 250 132 16 02 00 36 16 03 00 00 00 87 00 06 82 184 122 66 00 142 96 40 12 20 06 14 88 00 06 41 92 49 195 00 142 96 40 12 20 06 14 91 00 07 164 112 125 63 00 142 96 40 12 20 06 14 92 00 07 143 194 124 194 00 142 96 40 12 20 06 14 89 00 08 123 148 20 67 00 142 96 40 12 20 06 14 90 00 08 102 102 32 194 00 142 96 40 12 20 06 14 58 00 09 82 56 25 195 00 142 96 40 12 20 06 14 65 00 11 205 204 76 62 00 142 96 40 12 20 06 14 66 00 11 61 10 42 66 00 142 96 40 12 20 06 14 50 00 13 246 168 16 195 00 142 96 40 12 20 06 14 51 00 13 184 30 122 66 00 142 96 40 12 20 06 14 52 00 13 61 10 240 66 00 142 96 40 12 20 06 14 46 00 23 133 235 193 64 00 142 96 40 12 20 06 14 47 00 23 00 00 192 64 00 142 96 40 12 20 06 14 48 00 23 00 00 184 193 00 142 96 40 12 20 06 14 49 00 23 00 00 14 195 00 142 96 40 12 20 06 14 104 70 134 16 02 00 36 04 03 00 00 00 50 00 23 00 00 188 66 00 142 96 40 12 20 06 14 52 00 23 00 00 244 194 00 142 96 40 12 20 06 14 53 00 23 00 00 234 66 00 142 96 40 12 20 06 14 96 00 34 123 20 72 66 00 142 96 40 12 20 06 14 ;
2014.07.03  11:49:56.179;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 100 136 16 02 00 33 06 03 00 00 00 07 00 02 182 43 164 83 00 89 97 40 12 20 06 14 03 64 02 182 43 164 83 00 89 97 40 12 20 06 14 07 00 03 183 43 164 83 00 89 97 40 12 20 06 14 03 64 03 183 43 164 83 00 89 97 40 12 20 06 14 07 00 37 182 43 164 83 00 89 97 40 12 20 06 14 03 64 37 182 43 164 83 00 89 97 40 12 20 06 14 104 250 138 16 02 00 36 16 03 00 00 00 88 00 02 20 174 25 66 00 89 97 40 12 20 06 14 93 00 02 154 153 200 66 00 89 97 40 12 20 06 14 94 00 02 92 143 199 66 00 89 97 40 12 20 06 14 73 00 03 174 33 188 69 00 89 97 40 12 20 06 14 74 00 03 133 173 190 69 00 89 97 40 12 20 06 14 75 00 03 61 192 188 69 00 89 97 40 12 20 06 14 78 00 03 205 204 101 67 00 89 97 40 12 20 06 14 79 00 03 51 51 173 65 00 89 97 40 12 20 06 14 80 00 03 61 10 72 66 00 89 97 40 12 20 06 14 93 00 07 51 51 123 66 00 89 97 40 12 20 06 14 94 00 07 41 92 15 190 00 89 97 40 12 20 06 14 95 00 07 51 51 179 62 00 89 97 40 12 20 06 14 96 00 07 133 235 02 66 00 89 97 40 12 20 06 14 59 00 09 184 30 222 66 00 89 97 40 12 20 06 14 60 00 09 215 227 51 67 00 89 97 40 12 20 06 14 62 00 09 51 179 180 194 00 89 97 40 12 20 06 14 104 145 140 16 02 00 36 09 03 00 00 00 43 00 10 102 102 38 63 00 89 97 40 12 20 06 14 44 00 10 123 20 189 66 00 89 97 40 12 20 06 14 67 00 11 133 235 209 62 00 89 97 40 12 20 06 14 68 00 11 82 120 07 67 00 89 97 40 12 20 06 14 61 00 12 195 245 104 63 00 89 97 40 12 20 06 14 62 00 12 174 71 227 194 00 89 97 40 12 20 06 14 54 00 13 195 117 190 66 00 89 97 40 12 20 06 14 94 00 37 10 87 211 66 00 89 97 40 12 20 06 14 95 00 37 31 133 107 62 00 89 97 40 12 20 06 14 ;
2014.07.03  11:49:57.188;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 85 142 16 02 00 33 05 03 00 00 00 07 00 04 186 43 164 83 00 240 98 40 12 20 06 14 03 64 04 186 43 164 83 00 240 98 40 12 20 06 14 07 00 05 183 43 164 83 00 240 98 40 12 20 06 14 03 64 05 183 43 164 83 00 240 98 40 12 20 06 14 07 00 18 183 43 164 83 00 240 98 40 12 20 06 14 104 250 144 16 02 00 36 16 03 00 00 00 94 00 04 133 107 211 66 00 255 98 40 12 20 06 14 96 00 04 10 215 35 62 00 255 98 40 12 20 06 14 73 00 05 82 206 189 69 00 255 98 40 12 20 06 14 74 00 05 72 209 189 69 00 255 98 40 12 20 06 14 75 00 05 41 50 190 69 00 255 98 40 12 20 06 14 77 00 05 102 102 37 66 00 255 98 40 12 20 06 14 78 00 05 72 161 59 67 00 255 98 40 12 20 06 14 79 00 05 10 215 143 65 00 255 98 40 12 20 06 14 89 00 06 174 199 131 66 00 255 98 40 12 20 06 14 90 00 06 41 28 49 195 00 255 98 40 12 20 06 14 98 00 07 246 168 208 66 00 255 98 40 12 20 06 14 63 00 09 154 153 123 66 00 255 98 40 12 20 06 14 64 00 09 236 81 184 189 00 255 98 40 12 20 06 14 45 00 10 123 20 174 62 00 255 98 40 12 20 06 14 46 00 10 174 199 185 194 00 255 98 40 12 20 06 14 64 00 12 102 166 18 195 00 255 98 40 12 20 06 14 104 175 146 16 02 00 36 11 03 00 00 00 55 00 13 20 174 221 66 00 255 98 40 12 20 06 14 56 00 13 10 215 163 60 00 255 98 40 12 20 06 14 43 00 18 10 215 163 60 00 255 98 40 12 20 06 14 45 00 18 225 122 196 64 00 255 98 40 12 20 06 14 46 00 18 225 122 196 64 00 255 98 40 12 20 06 14 47 00 18 92 143 194 64 00 255 98 40 12 20 06 14 48 00 18 00 00 192 193 00 255 98 40 12 20 06 14 49 00 18 00 00 17 195 00 255 98 40 12 20 06 14 50 00 18 00 00 178 66 00 255 98 40 12 20 06 14 52 00 18 00 00 238 194 00 255 98 40 12 20 06 14 53 00 18 00 00 240 66 00 255 98 40 12 20 06 14 ;
2014.07.03  11:49:57.199;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 144 16 ;
2014.07.03  11:49:58.195;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 85 148 16 02 00 33 05 03 00 00 00 07 00 00 185 43 164 83 00 218 99 40 12 20 06 14 12 00 00 36 02 00 00 00 218 99 40 12 20 06 14 45 00 00 36 02 00 00 00 218 99 40 12 20 06 14 07 00 36 183 43 164 83 00 218 99 40 12 20 06 14 03 64 36 183 43 164 83 00 218 99 40 12 20 06 14 104 175 150 16 02 00 36 11 03 00 00 00 91 00 06 00 00 192 193 00 218 99 40 12 20 06 14 100 00 07 61 10 50 67 00 218 99 40 12 20 06 14 98 00 08 102 102 230 192 00 218 99 40 12 20 06 14 65 00 09 61 10 87 62 00 218 99 40 12 20 06 14 66 00 09 184 30 55 66 00 218 99 40 12 20 06 14 67 00 09 143 194 117 62 00 218 99 40 12 20 06 14 68 00 09 123 148 245 66 00 218 99 40 12 20 06 14 70 00 11 123 20 206 193 00 218 99 40 12 20 06 14 58 00 13 143 66 188 66 00 218 99 40 12 20 06 14 94 00 36 41 220 199 66 00 218 99 40 12 20 06 14 95 00 36 10 215 35 62 00 218 99 40 12 20 06 14 ;
2014.07.03  11:49:59.203;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 40 152 16 02 00 33 02 03 00 00 00 07 00 38 183 43 164 83 00 165 100 40 12 20 06 14 03 64 38 183 43 164 83 00 165 100 40 12 20 06 14 104 175 154 16 02 00 36 11 03 00 00 00 102 00 07 123 20 162 193 00 165 100 40 12 20 06 14 70 00 09 123 20 35 66 00 165 100 40 12 20 06 14 48 00 10 82 56 17 195 00 165 100 40 12 20 06 14 72 00 11 174 71 167 65 00 165 100 40 12 20 06 14 66 00 12 154 153 201 64 00 165 100 40 12 20 06 14 59 00 13 164 240 221 66 00 165 100 40 12 20 06 14 60 00 13 82 248 51 67 00 165 100 40 12 20 06 14 93 00 38 133 107 212 66 00 165 100 40 12 20 06 14 94 00 38 41 92 211 66 00 165 100 40 12 20 06 14 95 00 38 92 143 66 62 00 165 100 40 12 20 06 14 101 00 38 00 00 72 66 00 165 100 40 12 20 06 14 ;
2014.07.03  11:50:00.208;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 115 156 16 02 00 36 07 03 00 00 00 104 00 07 246 40 218 193 00 112 101 40 12 20 06 14 71 00 09 143 194 245 60 00 112 101 40 12 20 06 14 72 00 09 215 227 41 67 00 112 101 40 12 20 06 14 74 00 09 143 130 38 67 00 112 101 40 12 20 06 14 50 00 10 51 51 227 65 00 112 101 40 12 20 06 14 68 00 12 61 202 19 195 00 112 101 40 12 20 06 14 62 00 13 246 168 185 66 00 112 101 40 12 20 06 14 ;
2014.07.03  11:50:01.214;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 100 158 16 02 00 36 06 03 00 00 00 75 00 09 174 71 01 64 00 07 103 40 12 20 06 14 76 00 09 215 163 240 192 00 07 103 40 12 20 06 14 73 00 11 205 204 76 61 00 07 103 40 12 20 06 14 74 00 11 164 240 241 194 00 07 103 40 12 20 06 14 69 00 12 31 133 107 63 00 07 103 40 12 20 06 14 70 00 12 225 122 254 66 00 07 103 40 12 20 06 14 ;
2014.07.03  11:50:02.218;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 115 160 16 02 00 33 07 03 00 00 00 07 00 00 186 43 164 83 00 210 103 40 12 20 06 14 12 00 00 37 02 00 00 00 210 103 40 12 20 06 14 45 00 00 37 02 00 00 00 210 103 40 12 20 06 14 07 00 02 184 43 164 83 00 210 103 40 12 20 06 14 03 64 02 184 43 164 83 00 210 103 40 12 20 06 14 07 00 34 184 43 164 83 00 210 103 40 12 20 06 14 03 64 34 184 43 164 83 00 210 103 40 12 20 06 14 104 235 162 16 02 00 36 15 03 00 00 00 93 00 02 143 194 200 66 00 225 103 40 12 20 06 14 94 00 02 143 194 199 66 00 225 103 40 12 20 06 14 96 00 02 10 215 35 62 00 225 103 40 12 20 06 14 101 00 02 61 10 72 66 00 225 103 40 12 20 06 14 105 00 07 123 20 238 63 00 225 103 40 12 20 06 14 106 00 07 31 133 235 191 00 225 103 40 12 20 06 14 77 00 09 205 76 213 66 00 225 103 40 12 20 06 14 78 00 09 00 128 180 194 00 225 103 40 12 20 06 14 79 00 09 143 194 218 66 00 225 103 40 12 20 06 14 80 00 09 225 122 238 65 00 225 103 40 12 20 06 14 52 00 10 174 71 201 193 00 225 103 40 12 20 06 14 76 00 11 184 30 09 193 00 225 103 40 12 20 06 14 63 00 13 236 81 123 66 00 225 103 40 12 20 06 14 64 00 13 154 153 25 190 00 225 103 40 12 20 06 14 96 00 34 72 225 71 66 00 225 103 40 12 20 06 14 ;
2014.07.03  11:50:02.228;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 164 16 ;
2014.07.03  11:50:03.220;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 100 164 16 02 00 33 06 03 00 00 00 07 00 03 184 43 164 83 00 172 104 40 12 20 06 14 03 64 03 184 43 164 83 00 172 104 40 12 20 06 14 07 00 04 188 43 164 83 00 172 104 40 12 20 06 14 03 64 04 188 43 164 83 00 172 104 40 12 20 06 14 07 00 37 184 43 164 83 00 172 104 40 12 20 06 14 03 64 37 184 43 164 83 00 172 104 40 12 20 06 14 104 250 166 16 02 00 36 16 03 00 00 00 73 00 03 10 63 188 69 00 172 104 40 12 20 06 14 74 00 03 82 226 190 69 00 172 104 40 12 20 06 14 75 00 03 51 239 188 69 00 172 104 40 12 20 06 14 76 00 03 61 10 61 66 00 172 104 40 12 20 06 14 77 00 03 143 194 91 66 00 172 104 40 12 20 06 14 78 00 03 00 64 99 67 00 172 104 40 12 20 06 14 79 00 03 133 235 187 65 00 172 104 40 12 20 06 14 93 00 04 61 138 212 66 00 172 104 40 12 20 06 14 94 00 04 215 163 211 66 00 172 104 40 12 20 06 14 96 00 04 123 20 46 62 00 172 104 40 12 20 06 14 101 00 04 61 10 72 66 00 172 104 40 12 20 06 14 107 00 07 174 71 225 61 00 172 104 40 12 20 06 14 108 00 07 61 202 07 67 00 172 104 40 12 20 06 14 81 00 09 123 148 217 66 00 172 104 40 12 20 06 14 82 00 09 164 112 180 194 00 172 104 40 12 20 06 14 54 00 10 92 15 18 67 00 172 104 40 12 20 06 14 104 100 168 16 02 00 36 06 03 00 00 00 72 00 12 195 245 21 195 00 172 104 40 12 20 06 14 66 00 13 31 133 213 65 00 172 104 40 12 20 06 14 93 00 37 92 143 212 66 00 172 104 40 12 20 06 14 94 00 37 92 143 211 66 00 172 104 40 12 20 06 14 95 00 37 143 194 117 62 00 172 104 40 12 20 06 14 101 00 37 61 10 72 66 00 172 104 40 12 20 06 14 ;
2014.07.03  11:50:04.220;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 55 170 16 02 00 33 03 03 00 00 00 07 00 05 184 43 164 83 00 120 105 40 12 20 06 14 03 64 05 184 43 164 83 00 120 105 40 12 20 06 14 00 64 23 188 43 164 83 00 120 105 40 12 20 06 14 104 250 172 16 02 00 36 16 03 00 00 00 73 00 05 123 244 189 69 00 120 105 40 12 20 06 14 74 00 05 41 06 190 69 00 120 105 40 12 20 06 14 75 00 05 20 100 190 69 00 120 105 40 12 20 06 14 76 00 05 195 245 144 64 00 120 105 40 12 20 06 14 78 00 05 174 199 58 67 00 120 105 40 12 20 06 14 79 00 05 143 194 149 65 00 120 105 40 12 20 06 14 109 00 07 205 204 218 66 00 120 105 40 12 20 06 14 110 00 07 72 225 236 65 00 120 105 40 12 20 06 14 111 00 07 82 184 216 66 00 120 105 40 12 20 06 14 112 00 07 20 174 180 194 00 120 105 40 12 20 06 14 83 00 09 236 209 217 66 00 120 105 40 12 20 06 14 84 00 09 143 02 22 67 00 120 105 40 12 20 06 14 85 00 09 133 107 14 67 00 120 105 40 12 20 06 14 86 00 09 133 235 48 194 00 120 105 40 12 20 06 14 77 00 11 205 204 76 61 00 120 105 40 12 20 06 14 78 00 11 225 250 152 66 00 120 105 40 12 20 06 14 104 40 174 16 02 00 36 02 03 00 00 00 73 00 12 00 00 211 66 00 120 105 40 12 20 06 14 74 00 12 225 122 242 194 00 120 105 40 12 20 06 14 ;
2014.07.03  11:50:05.228;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 100 176 16 02 00 33 06 03 00 00 00 07 00 08 187 43 164 83 00 14 107 40 12 20 06 14 02 64 08 187 43 164 83 00 14 107 40 12 20 06 14 00 64 18 186 43 164 83 00 14 107 40 12 20 06 14 07 00 23 188 43 164 83 00 14 107 40 12 20 06 14 07 00 36 185 43 164 83 00 14 107 40 12 20 06 14 03 64 36 185 43 164 83 00 14 107 40 12 20 06 14 104 250 178 16 02 00 36 16 03 00 00 00 113 00 07 184 158 217 66 00 29 107 40 12 20 06 14 114 00 07 225 58 22 67 00 29 107 40 12 20 06 14 87 00 09 205 140 11 67 00 29 107 40 12 20 06 14 88 00 09 205 204 27 194 00 29 107 40 12 20 06 14 56 00 10 215 163 240 65 00 29 107 40 12 20 06 14 79 00 11 143 194 218 66 00 29 107 40 12 20 06 14 80 00 11 51 51 239 65 00 29 107 40 12 20 06 14 67 00 13 41 92 15 62 00 29 107 40 12 20 06 14 68 00 13 82 248 10 67 00 29 107 40 12 20 06 14 44 00 23 143 194 117 60 00 29 107 40 12 20 06 14 45 00 23 133 235 193 64 00 29 107 40 12 20 06 14 46 00 23 215 163 192 64 00 29 107 40 12 20 06 14 47 00 23 41 92 191 64 00 29 107 40 12 20 06 14 48 00 23 00 00 168 193 00 29 107 40 12 20 06 14 49 00 23 00 00 18 195 00 29 107 40 12 20 06 14 50 00 23 00 00 190 66 00 29 107 40 12 20 06 14 104 70 180 16 02 00 36 04 03 00 00 00 52 00 23 00 00 238 194 00 29 107 40 12 20 06 14 53 00 23 00 00 238 66 00 29 107 40 12 20 06 14 93 00 36 164 240 200 66 00 29 107 40 12 20 06 14 94 00 36 31 05 200 66 00 29 107 40 12 20 06 14 ;
2014.07.03  11:50:06.233;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 100 182 16 02 00 33 06 03 00 00 00 07 00 00 187 43 164 83 00 233 107 40 12 20 06 14 12 00 00 38 02 00 00 00 233 107 40 12 20 06 14 45 00 00 38 02 00 00 00 233 107 40 12 20 06 14 07 00 38 185 43 164 83 00 233 107 40 12 20 06 14 03 64 38 185 43 164 83 00 233 107 40 12 20 06 14 07 00 40 187 43 164 83 00 233 107 40 12 20 06 14 104 250 184 16 02 00 36 16 03 00 00 00 115 00 07 174 199 131 66 00 248 107 40 12 20 06 14 116 00 07 205 76 51 195 00 248 107 40 12 20 06 14 117 00 07 113 61 126 66 00 248 107 40 12 20 06 14 118 00 07 225 186 49 195 00 248 107 40 12 20 06 14 43 00 08 154 153 123 66 00 248 107 40 12 20 06 14 89 00 09 164 240 25 67 00 248 107 40 12 20 06 14 90 00 09 154 153 33 194 00 248 107 40 12 20 06 14 57 00 10 236 209 198 66 00 248 107 40 12 20 06 14 58 00 10 72 97 180 194 00 248 107 40 12 20 06 14 81 00 11 246 168 217 66 00 248 107 40 12 20 06 14 82 00 11 133 107 180 194 00 248 107 40 12 20 06 14 75 00 12 184 30 05 62 00 248 107 40 12 20 06 14 76 00 12 174 71 04 195 00 248 107 40 12 20 06 14 70 00 13 205 204 198 193 00 248 107 40 12 20 06 14 93 00 38 225 122 212 66 00 248 107 40 12 20 06 14 94 00 38 164 112 211 66 00 248 107 40 12 20 06 14 104 25 186 16 02 00 36 01 03 00 00 00 101 00 38 61 10 72 66 00 248 107 40 12 20 06 14 ;
2014.07.03  11:50:06.243;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 184 16 ;
2014.07.03  11:50:07.240;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 25 188 16 02 00 33 01 03 00 00 00 07 00 18 186 43 164 83 00 195 108 40 12 20 06 14 104 250 190 16 02 00 36 16 03 00 00 00 119 00 07 61 138 132 66 00 195 108 40 12 20 06 14 120 00 07 82 184 48 195 00 195 108 40 12 20 06 14 45 00 08 133 235 209 62 00 195 108 40 12 20 06 14 46 00 08 61 10 52 66 00 195 108 40 12 20 06 14 91 00 09 00 00 00 65 00 195 108 40 12 20 06 14 59 00 10 174 199 209 66 00 195 108 40 12 20 06 14 60 00 10 102 102 134 191 00 195 108 40 12 20 06 14 77 00 12 10 215 35 60 00 195 108 40 12 20 06 14 78 00 12 61 10 235 66 00 195 108 40 12 20 06 14 72 00 13 20 46 176 66 00 195 108 40 12 20 06 14 43 00 18 227 165 155 60 00 195 108 40 12 20 06 14 45 00 18 174 71 193 64 00 195 108 40 12 20 06 14 47 00 18 184 30 197 64 00 195 108 40 12 20 06 14 48 00 18 00 00 200 193 00 195 108 40 12 20 06 14 49 00 18 00 00 14 195 00 195 108 40 12 20 06 14 50 00 18 00 00 182 66 00 195 108 40 12 20 06 14 104 40 192 16 02 00 36 02 03 00 00 00 52 00 18 00 00 234 194 00 195 108 40 12 20 06 14 53 00 18 00 00 242 66 00 195 108 40 12 20 06 14 ;
2014.07.03  11:50:08.242;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 40 194 16 02 00 33 02 03 00 00 00 07 00 34 186 43 164 83 00 90 110 40 12 20 06 14 03 64 34 186 43 164 83 00 90 110 40 12 20 06 14 104 190 196 16 02 00 36 12 03 00 00 00 121 00 07 102 230 135 66 00 90 110 40 12 20 06 14 122 00 07 31 05 51 195 00 90 110 40 12 20 06 14 123 00 07 143 194 124 66 00 90 110 40 12 20 06 14 124 00 07 82 248 49 195 00 90 110 40 12 20 06 14 47 00 08 174 71 124 66 00 90 110 40 12 20 06 14 48 00 08 236 81 240 194 00 90 110 40 12 20 06 14 49 00 08 31 133 235 62 00 90 110 40 12 20 06 14 50 00 08 133 107 159 194 00 90 110 40 12 20 06 14 83 00 11 174 199 217 66 00 90 110 40 12 20 06 14 84 00 11 133 43 22 67 00 90 110 40 12 20 06 14 79 00 12 236 81 184 189 00 90 110 40 12 20 06 14 96 00 34 61 10 72 66 00 90 110 40 12 20 06 14 ;
2014.07.03  11:50:09.248;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 115 198 16 02 00 33 07 03 00 00 00 07 00 00 188 43 164 83 00 37 111 40 12 20 06 14 12 00 00 39 02 00 00 00 37 111 40 12 20 06 14 45 00 00 39 02 00 00 00 37 111 40 12 20 06 14 07 00 02 186 43 164 83 00 37 111 40 12 20 06 14 03 64 02 186 43 164 83 00 37 111 40 12 20 06 14 07 00 03 186 43 164 83 00 37 111 40 12 20 06 14 03 64 03 186 43 164 83 00 37 111 40 12 20 06 14 104 250 200 16 02 00 36 16 03 00 00 00 89 00 02 51 51 30 66 00 52 111 40 12 20 06 14 93 00 02 20 174 200 66 00 52 111 40 12 20 06 14 94 00 02 51 179 199 66 00 52 111 40 12 20 06 14 101 00 02 00 00 72 66 00 52 111 40 12 20 06 14 73 00 03 61 54 188 69 00 52 111 40 12 20 06 14 76 00 03 133 235 59 66 00 52 111 40 12 20 06 14 77 00 03 31 133 89 66 00 52 111 40 12 20 06 14 78 00 03 82 248 98 67 00 52 111 40 12 20 06 14 79 00 03 143 194 193 65 00 52 111 40 12 20 06 14 80 00 03 00 00 72 66 00 52 111 40 12 20 06 14 125 00 07 102 102 124 66 00 52 111 40 12 20 06 14 126 00 07 92 207 49 195 00 52 111 40 12 20 06 14 51 00 08 61 10 123 66 00 52 111 40 12 20 06 14 52 00 08 164 112 240 66 00 52 111 40 12 20 06 14 62 00 10 82 56 225 194 00 52 111 40 12 20 06 14 85 00 11 133 235 65 66 00 52 111 40 12 20 06 14 104 40 202 16 02 00 36 02 03 00 00 00 86 00 11 20 174 203 65 00 52 111 40 12 20 06 14 74 00 13 236 81 175 66 00 52 111 40 12 20 06 14 ;
2014.07.03  11:50:09.259;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 01 00 204 16 ;
2014.07.03  11:50:10.255;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 70 204 16 02 00 33 04 03 00 00 00 07 00 04 190 43 164 83 00 255 111 40 12 20 06 14 03 64 04 190 43 164 83 00 255 111 40 12 20 06 14 07 00 05 186 43 164 83 00 255 111 40 12 20 06 14 03 64 05 186 43 164 83 00 255 111 40 12 20 06 14 104 250 206 16 02 00 36 16 03 00 00 00 93 00 04 102 102 212 66 00 255 111 40 12 20 06 14 94 00 04 61 138 211 66 00 255 111 40 12 20 06 14 96 00 04 10 215 35 62 00 255 111 40 12 20 06 14 101 00 04 00 00 72 66 00 255 111 40 12 20 06 14 73 00 05 174 235 189 69 00 255 111 40 12 20 06 14 74 00 05 113 247 189 69 00 255 111 40 12 20 06 14 75 00 05 61 94 190 69 00 255 111 40 12 20 06 14 76 00 05 00 00 136 64 00 255 111 40 12 20 06 14 77 00 05 215 163 39 66 00 255 111 40 12 20 06 14 78 00 05 92 15 59 67 00 255 111 40 12 20 06 14 79 00 05 10 215 143 65 00 255 111 40 12 20 06 14 80 00 05 00 00 72 66 00 255 111 40 12 20 06 14 127 00 07 51 51 191 193 00 255 111 40 12 20 06 14 54 00 08 92 79 31 67 00 255 111 40 12 20 06 14 55 00 08 10 215 221 66 00 255 111 40 12 20 06 14 56 00 08 10 215 163 60 00 255 111 40 12 20 06 14 104 100 208 16 02 00 36 06 03 00 00 00 64 00 10 215 163 53 194 00 255 111 40 12 20 06 14 87 00 11 133 235 68 66 00 255 111 40 12 20 06 14 88 00 11 143 194 205 65 00 255 111 40 12 20 06 14 81 00 12 246 104 25 195 00 255 111 40 12 20 06 14 75 00 13 205 204 236 63 00 255 111 40 12 20 06 14 76 00 13 174 71 65 192 00 255 111 40 12 20 06 14 ;
2014.07.03  11:50:11.008;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;FORMAT_FC_U_TESTFR_ACT from server. Тайм-аут t3;
2014.07.03  11:50:11.008;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 04 67 00 00 00 ;
2014.07.03  11:50:11.018;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Получено: 104 04 131 00 00 00 ;
2014.07.03  11:50:11.018;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;FORMAT_FC_U_TESTFR_CON from client;
2014.07.03  11:50:11.260;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 40 210 16 02 00 33 02 03 00 00 00 07 00 37 186 43 164 83 00 203 112 40 12 20 06 14 03 64 37 186 43 164 83 00 203 112 40 12 20 06 14 104 115 212 16 02 00 36 07 03 00 00 00 58 00 08 31 133 87 66 00 218 112 40 12 20 06 14 66 00 10 61 10 03 65 00 218 112 40 12 20 06 14 83 00 12 225 58 26 195 00 218 112 40 12 20 06 14 93 00 37 00 128 212 66 00 218 112 40 12 20 06 14 94 00 37 31 133 211 66 00 218 112 40 12 20 06 14 95 00 37 31 133 107 62 00 218 112 40 12 20 06 14 101 00 37 00 00 72 66 00 218 112 40 12 20 06 14 ;
2014.07.03  11:50:12.260;IEC104;Connect 17, 192.168.240.21:44380. Сервер. ;Состояние алгоритма;Отправлено: 104 25 214 16 02 00 33 01 03 00 00 00 00 64 23 191 43 164 83 00 112 114 40 12 20 06 14 104 115 216 16 02 00 36 07 03 00 00 00 59 00 08 82 56 222 66 00 128 114 40 12 20 06 14 60 00 08 82 248 51 67 00 128 114 40 12 20 06 14 62 00 08 246 168 180 194 00 128 114 40 12 20 06 14 89 00 11 61 10 67 66 00 128 114 40 12 20 06 14 90 00 11 184 30 197 65 00 128 114 40 12 20 06 14 77 00 13 143 194 117 61 00 128 114 40 12 20 06 14 78 00 13 205 140 21 67 00 128 114 40 12 20 06 14 ;
